
j' [ʒ]
amphibologie [âfibɔlɔʒi]
amphi [âfi]
amphithéâtre [âfiteatʁ]
Amphitrite [âfitʁit]
amphitryon [âfitʁijô]
amphore [âfɔʁ]
amplement [âpləmâ]
ample [âpl]
ampleur [âplœʁ]
ampliation [âplijasjô]
amplifiant [âplifjâ]
amplificateur [âplifikatœʁ]
amplification [âplifikasjô]
amplifier [âplifje]
amplitude [âplityd]
ampoule [âpul]
ampoulé [âpule]
amputation [âpytasjô]
amputé [âpyte]
amputer [âpyte]
Amsterdam [amstɛʁdam]
amulette [amylɛt]
amusant [amyzâ]
amusement [amyzmâ]
amuser [amyze]
amuseur [amyzœʁ]
amygdale [amiɡdal]
amylase [amilaz]
amyle [amil]
amylique [amilik]
an [â]
ana [ana]
anabaptisme [anabatism]
anabaptiste [anabatist]
anachorète [anakɔʁɛt]
anachronique [anakʁɔnik]
anachronisme [anakʁɔnism]
Anacréon [anakʁeô]
Anaëlle [anaɛl]
anaérobie [anaeʁɔbi]
anagramme [anaɡʁam]
Anaïs [anais]
anal [anal]
analgésie [analʒezi]
analogie [analɔʒi]
analogique [analɔʒik]
analogiquement [analɔʒikmâ]
analogon [analɔɡô]
analogue [analɔɡ]
analphabète [analfabɛt]
analphabétisme [analfabetism]
analysable [analizabl]
analysant [analizâ]
analyse [analiz]
analysé [analize]
analyser [analize]
analyseur [analizœʁ]
analyste [analist]
analytique [analitik]
analytiquement [analitikmâ]
anamnèse [anamnɛz]
anamorphose [anamɔʁfoz]
ananas [anana]
anaphore [anafɔʁ]
anaphorique [anafɔʁik]
anaphylactique [anafilaktik]
anaphylaxie [anafilaksi]
anar [anaʁ]
anarchie [anaʁʃi]
anarchique [anaʁʃik]
anarchisme [anaʁʃism]
anarchiste [anaʁʃist]
anasarque [anazaʁk]
Anastasie [anastazi]
anastomose [anastɔmoz]
anathème [anatɛm]
Anatole [anatɔl]
Anatolie [anatɔli]
anatomie [anatɔmi]
anatomique [anatɔmik]
anatomiquement [anatɔmikmâ]
anatomiste [anatɔmist]
Anaxagore [anaksaɡɔʁ]
Anaximandre [anaksimâdʁ]
Anaximène [anaksimɛn]
ancestral [âsɛstʁal]
ancêtre [âsɛtʁ]
anche [âʃ]
anchois [âʃwa]
Anchorage [ɛnkəʁidʒ]
anciennement [âsjɛnmâ]
ancienneté [âsjɛnte]
ancien [âsjê]
ancrage [âkʁaʒ]
ancre [âkʁ]
ancrer [âkʁe]
andalou [âdalu]
andalouse [âdaluz]
Andalousie [âdaluzi]
Andaman [âdamâ]
Andenne [âdɛn]
Anderlecht [âdɛʁlɛʃt]
Andersen [âdɛʁsɛn]
Andes [âd]
andésite [âdezit]
andin [âdê]
Andorre [âdɔʁ]
Andréa [âdʁea]
André [âdʁe]
Andrée [âdʁe]
androgyne [âdʁɔʒin]
androgynie [âdʁɔʒini]
Andromède [âdʁɔmɛd]
Andy [âdi]
âne [an]
anéantir [aneâtiʁ]
anéantissement [aneâtismâ]
anecdote [anɛkdɔt]
anecdotique [anɛkdɔtik]
anémie [anemi]
anémier [anemje]
anémique [anemik]
anémomètre [anemɔmɛtʁ]
anémone [anemɔn]
anesthésie [anɛstezi]
anesthésier [anɛstezje]
anesthésique [anɛstezik]
anesthésiste [anɛstezist]
anévrisme [anevʁism]
anfractuosité [âfʁaktɥozite]
Angeles [âdʒəlɛs]
Angèle [âʒɛl]
Angelina [âʒelina]
angélique [âʒelik]
angélisme [âʒelism]
Angelo [âʒelo]
angélus [âʒelys]
Angers [âʒe]
angevin [âʒvê]
ange [âʒ]
angine [âʒin]
angiographie [âʒjɔɡʁafi]
angiome [âʒjom]
angiotensine [âʒjotâsin]
Angkor [âɡkɔʁ]
anglaiser [âɡleze]
anglais [âɡlɛ]
angle [âɡl]
Angleterre [âɡlətɛʁ]
Anglet [âɡlɛt]
anglicanisme [âɡlikanism]
anglican [âɡlikâ]
anglicisation [âɡlisizasjô]
anglicisme [âɡlisism]
anglomanie [âɡlɔmani]
anglophile [âɡlɔfil]
anglophobie [âɡlɔfɔbi]
anglophone [âɡlɔfɔn]
angoissant [âɡwasâ]
angoisser [âɡwase]
angoisse [âɡwas]
angoissé [âɡwase]
angolais [âɡɔlɛ]
Angola [âɡɔla]
angor [âɡɔʁ]
Angoulême [âɡulɛm]
Angoumois [âɡumwa]
Ångström [âɡstʁøm]
Anguilla [âɡɥija]
anguille [âɡij]
angulaire [âɡylɛʁ]
anguleux [âɡylø]
anhydre [anidʁ]
anhydride [anidʁid]
aniline [anilin]
animadversion [animadvɛʁsjô]
animal [animal]
animalcule [animalkyl]
animalier [animalje]
animalité [animalite]
animateur [animatœʁ]
animation [animasjô]
animé [anime]
animer [anime]
animisme [animism]
animiste [animist]
animosité [animozite]
anion [anjô]
anis [anis]
anisotrope [anizɔtʁɔp]
anisotropie [anizɔtʁɔpi]
Anissa [anisa]
Anita [anita]
Anjou [âʒu]
Ankara [âkaʁa]
ankylose [âkiloz]
Anna [ana]
Annabelle [anabɛl]
annal [anal]
annales [anal]
annaliste [analist]
annamite [anamit]
Anne [an]
anneau [ano]
Annecy [ansi]
année [ane]
Anne-Laure [anlɔʁ]
Anne-Marie [anmaʁi]
Annemasse [anmas]
Anne-Sophie [ansɔfi]
Annette [anɛt]
annexe [anɛks]
annexer [anɛkse]
annexion [anɛksjô]
annexionniste [anɛksjɔnist]
Annick [anik]
Annie [ani]
annihilation [aniilasjô]
annihiler [aniile]
anniversaire [anivɛʁsɛʁ]
annonce [anôs]
annoncer [anôse]
annonceur [anôsœʁ]
annonciateur [anôsjatœʁ]
annonciation [anôsjasjô]
annone [anɔn]
annotateur [anɔtatœʁ]
annotation [anɔtasjô]
annoter [anɔte]
annuaire [anɥɛʁ]
annuel [anɥɛl]
annuellement [anɥɛlmâ]
annuité [anɥite]
annulable [anylabl]
annulaire [anylɛʁ]
annulation [anylasjô]
annuler [anyle]
anoblir [anɔbliʁ]
anoblissement [anɔblismâ]
anode [anɔd]
anodin [anɔdê]
anomal [anɔmal]
anomalie [anɔmali]
anomie [anɔmi]
anonymat [anɔnima]
anonyme [anɔnim]
anonymement [anɔnimmâ]
anorexie [anɔʁɛksi]
anorexique [anɔʁɛksik]
anormal [anɔʁmal]
anormalement [anɔʁmalmâ]
anormalité [anɔʁmalite]
Anosov [anozɔv]
Anouilh [anuj]
anoxie [anɔksi]
Anselme [âsɛlm]
anse [âs]
Ans [âs]
antagonique [âtaɡɔnik]
antagonisme [âtaɡɔnism]
antagoniste [âtaɡɔnist]
antalgique [âtalʒik]
Antalya [âtalja]
Antananarivo [âtananaʁivo]
antarctique [âtaʁktik]
Antarctique [âtaʁktik]
antécédence [âtesedâs]
antécédent [âtesedâ]
antédiluvien [âtedilyvjê]
antenne [âtɛn]
antéposition [âtepozisjô]
antérieurement [âteʁjœʁmâ]
antérieur [âteʁjœʁ]
antériorité [âteʁjɔʁite]
ante [ât]
antéversion [âtevɛʁsjô]
Anthelme [âtɛlm]
anthère [âtɛʁ]
anthologie [âtɔlɔʒi]
Anthony [âtɔni]
anthracite [âtʁasit]
anthrax [âtʁaks]
anthropique [âtʁɔpik]
anthropocentrique [âtʁɔposâtʁik]
anthropocentrisme [âtʁɔposâtʁism]
anthropoïde [âtʁɔpɔid]
anthropologie [âtʁɔpɔlɔʒi]
anthropologique [âtʁɔpɔlɔʒik]
anthropologiste [âtʁɔpɔlɔʒist]
anthropologue [âtʁɔpɔlɔɡ]
anthropométrie [âtʁɔpɔmetʁi]
anthropométrique [âtʁɔpɔmetʁik]
anthropomorphe [âtʁɔpɔmɔʁf]
anthropomorphique [âtʁɔpɔmɔʁfik]
anthropomorphisme [âtʁɔpɔmɔʁfism]
anthropophage [âtʁɔpɔfaʒ]
anthropophagie [âtʁɔpɔfaʒi]
antialcoolique [âtialkɔlik]
Antibes [âtib]
antibiothérapie [âtibjoteʁapi]
antibiotique [âtibjɔtik]
anticapitaliste [âtikapitalist]
anticatholique [âtikatɔlik]
antichambre [âtiʃâbʁ]
antichar [âtiʃaʁ]
antichrèse [âtikʁɛz]
antichrétien [âtikʁetjê]
anticipation [âtisipasjô]
anticiper [âtisipe]
anticléricalisme [âtikleʁikalism]
anticlérical [âtikleʁikal]
anticlinal [âtiklinal]
anticoagulant [âtikɔaɡylâ]
anticolonialisme [âtikɔlɔnjalism]
anticolonialiste [âtikɔlɔnjalist]
anticommunisme [âtikɔmynism]
anticommuniste [âtikɔmynist]
anticorps [âtikɔʁ]
anticyclone [âtisiklon]
antidémocratique [âtidemɔkʁatik]
antidiphtérique [âtidifteʁik]
antidote [âtidɔt]
antienne [âtjɛn]
antiesclavagiste [âtiɛsklavaʒist]
antifascisme [âtifaʃism]
antifasciste [âtifaʃist]
antifrançais [âtifʁâsɛ]
antigène [âtiʒɛn]
antigénique [âtiʒenik]
Antigone [âtiɡɔn]
Antigua-et-Barbuda [âtiɡwaebaʁbyda]
antillais [âtijɛ]
Antilles [âtij]
antilope [âtilɔp]
antimilitarisme [âtimilitaʁism]
antimilitariste [âtimilitaʁist]
antimoine [âtimwan]
antinomie [âtinɔmi]
antinomique [âtinɔmik]
Antioche [âtjɔʃ]
antipape [âtipap]
antiparlementaire [âtipaʁləmâtɛʁ]
antiparlementarisme [âtipaʁləmâtaʁism]
antipathie [âtipati]
antipathique [âtipatik]
antiphlogistique [âtiflɔʒistik]
antiphrase [âtifʁaz]
antipode [âtipɔd]
antipyrine [âtipiʁin]
antiquaire [âtikɛʁ]
antiquer [âtike]
antique [âtik]
antiquité [âtikite]
antiracisme [âtiʁasism]
antiraciste [âtiʁasist]
antireligieux [âtiʁəliʒjø]
antisémite [âtisemit]
antisémitisme [âtisemitism]
antisepsie [âtisɛpsi]
antiseptique [âtisɛptik]
antisocial [âtisɔsjal]
antiterroriste [âtiteʁɔʁist]
antitétanique [âtitetanik]
antithèse [âtitɛz]
antithétique [âtitetik]
antitoxine [âtitɔksin]
antitoxique [âtitɔksik]
antituberculeux [âtitybɛʁkylø]
Antoinette [âtwanɛt]
Antoine [âtwan]
Antonin [âtɔnê]
Antonio [âtɔnjo]
antonomase [âtɔnɔmaz]
antonyme [âtɔnim]
Antony [âtɔni]
antre [âtʁ]
Antwerpen [âtvɛʁpɛn]
Anubis [anybis]
anurie [anyʁi]
anus [anys]
anversois [âvɛʁswa]
Anvers [âvɛʁs]
anxiété [âksjete]
anxieusement [âksjøzmâ]
anxieux [âksjø]
aoriste [aɔʁist]
aorte [aɔʁt]
aortique [aɔʁtik]
aout [ut]
août [ut]
apache [apaʃ]
apaisant [apɛzâ]
apaisement [apɛzmâ]
apaiser [apeze]
apanage [apanaʒ]
apanager [apanaʒe]
aparté [apaʁte]
apartheid [apaʁtɛd]
apathie [apati]
apathique [apatik]
apatite [apatit]
apatride [apatʁid]
Apennin [apenê]
Apennins [apenê]
aperception [apɛʁsɛpsjô]
apercevoir [apɛʁsəvwaʁ]
aperçu [apɛʁsy]
apéritif [apeʁitif]
aperture [apɛʁtyʁ]
apesanteur [apəzâtœʁ]
apex [apɛks]
aphasie [afazi]
aphasique [afazik]
aphonie [afɔni]
aphorisme [afɔʁism]
Aphrodite [afʁɔdit]
api [api]
apical [apikal]
apicole [apikɔl]
apiculteur [apikyltœʁ]
apiculture [apikyltyʁ]
apitoyer [apitwaje]
aplanir [aplaniʁ]
aplanissement [aplanismâ]
aplatir [aplatiʁ]
aplatissement [aplatismâ]
aplomb [aplô]
apnée [apne]
apocalypse [apɔkalips]
apocalyptique [apɔkaliptik]
apocryphe [apɔkʁif]
apodictique [apɔdiktik]
apogée [apɔʒe]
apolitique [apɔlitik]
apolitisme [apɔlitism]
Apollinaire [apɔlinɛʁ]
Apolline [apɔlin]
apollinien [apɔlinjê]
Apollon [apɔlô]
Apollonius [apɔlɔnjys]
apologétique [apɔlɔʒetik]
apologie [apɔlɔʒi]
apologiste [apɔlɔʒist]
apologue [apɔlɔɡ]
aponévrose [apɔnevʁoz]
aponévrotique [apɔnevʁɔtik]
Apophis [apɔfis]
apophyse [apɔfiz]
apoplectique [apɔplɛktik]
apoplexie [apɔplɛksi]
apoptose [apɔptoz]
aporétique [apɔʁetik]
aporie [apɔʁi]
apostasie [apɔstazi]
apostat [apɔsta]
apostille [apɔstij]
apostolat [apɔstɔla]
apostolique [apɔstɔlik]
apostrophe [apɔstʁɔf]
apostropher [apɔstʁɔfe]
apothéose [apɔteoz]
apothicaire [apɔtikɛʁ]
apôtre [apotʁ]
Appalaches [apalaʃ]
apparaître [apaʁɛtʁ]
apparat [apaʁa]
apparaux [apaʁo]
appareil [apaʁɛj]
appareillage [apaʁɛjaʒ]
appareiller [apaʁeje]
apparemment [apaʁamâ]
apparence [apaʁâs]
apparent [apaʁâ]
apparentement [apaʁâtmâ]
apparenter [apaʁâte]
appariement [apaʁimâ]
appariteur [apaʁitœʁ]
apparition [apaʁisjô]
apparoir [apaʁwaʁ]
appartement [apaʁtəmâ]
appartenance [apaʁtənâs]
appartenir [apaʁtəniʁ]
appas [apa]
appât [apa]
appauvrir [apovʁiʁ]
appauvrissement [apovʁismâ]
appelant [aplâ]
appel [apɛl]
appelé [aple]
appeler [aple]
appellatif [apelatif,apɛlatif,apɛllatif]
appellation [apelasjô]
appendice [apêdis]
appendicite [apêdisit]
appentis [apâti]
Appenzell [apœnzɛl]
appesantir [apəzâtiʁ]
appétence [apetâs]
appétissant [apetisâ]
appétit [apeti]
applaudir [aplodiʁ]
applaudissement [aplodismâ]
Apple [apœl]
applicabilité [aplikabilite]
applicable [aplikabl]
application [aplikasjô]
applique [aplik]
appliquer [aplike]
appoint [apwê]
appointements [apwêtmâ]
appontement [apôtmâ]
apport [apɔʁ]
apporter [apɔʁte]
apposer [apoze]
apposition [apozisjô]
appréciable [apʁesjabl]
appréciateur [apʁesjatœʁ]
appréciation [apʁesjasjô]
apprécier [apʁesje]
appréhender [apʁeâde]
appréhension [apʁeâsjô]
apprenant [apʁənâ]
apprendre [apʁâdʁ]
apprenti [apʁâti]
apprentissage [apʁâtisaʒ]
apprêt [apʁɛ]
apprêter [apʁete]
apprivoisement [apʁivwazmâ]
apprivoiser [apʁivwaze]
approbateur [apʁɔbatœʁ]
approbation [apʁɔbasjô]
approchant [apʁɔʃâ]
approche [apʁɔʃ]
approcher [apʁɔʃe]
approfondir [apʁɔfôdiʁ]
approfondissement [apʁɔfôdismâ]
appropriation [apʁɔpʁijasjô]
approprier [apʁɔpʁije]
approuver [apʁuve]
approvisionnement [apʁɔvizjɔnmâ]
approvisionner [apʁɔvizjɔne]
approximatif [apʁɔksimatif]
approximation [apʁɔksimasjô]
approximativement [apʁɔksimativmâ]
appui [apɥi]
appuyer [apɥije]
apraxie [apʁaksi]
âpre [apʁ]
âprement [apʁəmâ]
après [apʁɛ]
âpreté [apʁəte]
apriorique [apʁijɔʁik]
apriorisme [apʁijɔʁism]
apte [apt]
aptitude [aptityd]
Apulée [apyle]
apurement [apyʁmâ]
apurer [apyʁe]
apyrexie [apiʁɛksi]
aquaculture [akwakyltyʁ]
aquarelle [akwaʁɛl]
aquarium [akwaʁjɔm]
aquatique [akwatik]
aqueduc [akdyk]
aqueux [akø]
aquifère [akɥifɛʁ]
aquilin [akilê]
aquilon [akilô]
aquitain [akitê]
Aquitaine [akitɛn]
ara [aʁa]
arabe [aʁab]
arabesque [aʁabɛsk]
arabica [aʁabika]
Arabie [aʁabi]
arabique [aʁabik]
arabisation [aʁabizasjô]
arabisme [aʁabism]
arabité [aʁabite]
arable [aʁabl]
arabophone [aʁabɔfɔn]
arachide [aʁaʃid]
arachnoïde [aʁaknɔid]
Aragon [aʁaɡô]
aragonais [aʁaɡɔnɛ]
aragonite [aʁaɡɔnit]
araignée [aʁeɲe]
araire [aʁɛʁ]
Aral [aʁal]
araméen [aʁameê]
Aranjuez [aʁanxwes]
Ararat [aʁaʁat]
aratoire [aʁatwaʁ]
arbalète [aʁbalɛt]
arbalétrier [aʁbaletʁije]
arbitrage [aʁbitʁaʒ]
arbitraire [aʁbitʁɛʁ]
arbitrairement [aʁbitʁɛʁmâ]
arbitral [aʁbitʁal]
arbitre [aʁbitʁ]
arbitrer [aʁbitʁe]
Arbois [aʁbwa]
arborer [aʁbɔʁe]
arborescence [aʁbɔʁesâs]
arboriculture [aʁbɔʁikyltyʁ]
arbre [aʁbʁ]
arbrisseau [aʁbʁiso]
arbuste [aʁbyst]
Arcachon [aʁkaʃô]
arcade [aʁkad]
Arcadie [aʁkadi]
arc [aʁk]
arcane [aʁkan]
arcature [aʁkatyʁ]
arceau [aʁso]
archaïque [aʁkaik]
archaïsme [aʁkaism]
archal [aʁʃal]
archange [aʁkâʒ]
arche [aʁʃ]
archéologie [aʁkeɔlɔʒi]
archéologique [aʁkeɔlɔʒik]
archéologue [aʁkeɔlɔɡ]
archer [aʁʃe]
archet [aʁʃɛ]
archétype [aʁketip]
archétypique [aʁketipik]
archevêché [aʁʃəveʃe]
archevêque [aʁʃəvɛk]
archidiaconé [aʁʃidjakɔne]
archidiacre [aʁʃidjakʁ]
archidiocèse [aʁʃidjɔsɛz]
archiduc [aʁʃidyk]
archiduchesse [aʁʃidyʃɛs]
archiépiscopal [aʁʃiepiskɔpal]
archimandrite [aʁʃimâdʁit]
Archimède [aʁʃimɛd]
archipel [aʁʃipɛl]
archiprêtre [aʁʃipʁɛtʁ]
architecte [aʁʃitɛkt]
architectonique [aʁʃitɛktɔnik]
architectural [aʁʃitɛktyʁal]
architecture [aʁʃitɛktyʁ]
architecturer [aʁʃitɛktyʁe]
architrave [aʁʃitʁav]
archivage [aʁʃivaʒ]
archive [aʁʃiv]
archiver [aʁʃive]
archiviste [aʁʃivist]
archivistique [aʁʃivistik]
archivolte [aʁʃivɔlt]
archonte [aʁkôt]
arçon [aʁsô]
arctique [aʁktik]
Arctique [aʁktik]
Ardèche [aʁdɛʃ]
ardemment [aʁdamâ]
ardennais [aʁdənɛ,aʁdɛnɛ]
Ardenne [aʁdɛn]
ardent [aʁdâ]
arder [aʁde]
ardeur [aʁdœʁ]
ardillon [aʁdijô]
ardoise [aʁdwaz]
ardoiser [aʁdwaze]
ardu [aʁdy]
are [aʁ]
arec [aʁɛk]
arène [aʁɛn]
aréolaire [aʁeɔlɛʁ]
aréole [aʁeɔl]
aréomètre [aʁeɔmɛtʁ]
aréopage [aʁeɔpaʒ]
Arès [aʁɛs]
arête [aʁɛt]
argent [aʁʒâ]
argenter [aʁʒâte]
argenterie [aʁʒâtʁi]
Argenteuil [aʁʒâtœj]
argentier [aʁʒâtje]
argentifère [aʁʒâtifɛʁ]
argentin [aʁʒâtê]
Argentine [aʁʒâtin]
argentique [aʁʒâtik]
argenture [aʁʒâtyʁ]
argile [aʁʒil]
argileux [aʁʒilø]
arginine [aʁʒinin]
argon [aʁɡô]
Argonne [aʁɡɔn]
Argos [aʁɡɔs]
argot [aʁɡo]
argotique [aʁɡɔtik]
Argovie [aʁɡɔvi]
arguer [aʁɡɥe/aʁɡe]
argumentaire [aʁɡymâtɛʁ]
argumentatif [aʁɡymâtatif]
argumentation [aʁɡymâtasjô]
argument [aʁɡymâ]
argumenté [aʁɡymâte]
argumenter [aʁɡymâte]
aria [aʁja]
Ariane [aʁjan]
arianisme [aʁjanism]
aride [aʁid]
aridité [aʁidite]
Ariège [aʁjɛʒ]
Ariel [aʁjɛl]
arien [aʁjê]
Arion [aʁjô]
Aristarque [aʁistaʁk]
Aristide [aʁistid]
aristo [aʁisto]
aristocrate [aʁistɔkʁat]
aristocratie [aʁistɔkʁasi]
aristocratique [aʁistɔkʁatik]
Aristophane [aʁistɔfan]
Aristote [aʁistɔt]
aristotélicien [aʁistɔtelisjê]
aristotélique [aʁistɔtelik]
aristotélisme [aʁistɔtelism]
arithmétique [aʁitmetik]
Arizona [aʁizɔna]
Arkansas [aʁkâsas]
Arkhangelsk [aʁkâʒɛlsk]
arlequin [aʁləkê]
Arles [aʁl]
Arlette [aʁlɛt]
Arlington [aʁliŋtɔn]
Arlon [aʁlô]
armada [aʁmada]
Armageddon [aʁmaɡedô]
Armagnac [aʁmaɲak]
Armand [aʁmâ]
Armande [aʁmâd]
armateur [aʁmatœʁ]
armature [aʁmatyʁ]
arme [aʁm]
Armel [aʁmɛl]
Armelle [aʁmɛl]
armement [aʁməmâ]
Arménie [aʁmeni]
arménien [aʁmenjê]
Armentières [aʁmâtjɛʁ]
armer [aʁme]
armistice [aʁmistis]
armoire [aʁmwaʁ]
armoiries [aʁmwaʁi]
armoise [aʁmwaz]
Armor [aʁmɔʁ]
armoricain [aʁmɔʁikê]
Armorique [aʁmɔʁik]
armure [aʁmyʁ]
armurerie [aʁmyʁʁi]
armurier [aʁmyʁje]
Arnaud [aʁno]
arnica [aʁnika]
aromate [aʁɔmat]
aromatique [aʁɔmatik]
arôme [aʁom]
aronde [aʁôd]
arpentage [aʁpâtaʒ]
arpent [aʁpâ]
arpenter [aʁpâte]
arpenteur [aʁpâtœʁ]
arquebuse [aʁkəbyz]
arquebusier [aʁkəbyzje]
arrachage [aʁaʃaʒ]
arrachement [aʁaʃmâ]
arracher [aʁaʃe]
arraisonnement [aʁɛzɔnmâ]
arrangeant [aʁâʒâ]
arrangement [aʁâʒmâ]
arranger [aʁâʒe]
arrangeur [aʁâʒœʁ]
Arras [aʁas]
arrérager [aʁeʁaʒe]
arrérages [aʁeʁaʒ]
arrestation [aʁɛstasjô]
arrêt [aʁɛ]
arrêté [aʁete]
arrêter [aʁete]
arrhes [aʁ]
arriération [aʁjeʁasjô]
arrière [aʁjɛʁ]
arriéré [aʁjeʁe]
arriérer [aʁjeʁe]
arrimage [aʁimaʒ]
arrimer [aʁime]
arrivage [aʁivaʒ]
arrivant [aʁivâ]
arriver [aʁive]
arrivisme [aʁivism]
arriviste [aʁivist]
arrogance [aʁɔɡâs]
arrogant [aʁɔɡâ]
arroger [aʁɔʒe]
arrondi [aʁôdi]
arrondir [aʁôdiʁ]
arrondissement [aʁôdismâ]
arrosage [aʁozaʒ]
arrosement [aʁozmâ]
arroser [aʁoze]
arrosoir [aʁozwaʁ]
arroyo [aʁɔjo]
ars [aʁ]
arsenal [aʁsənal]
Arsène [aʁsɛn]
arséniate [aʁsenjat]
arsenical [aʁsənikal]
arsenic [aʁsənik]
arsénieux [aʁsenjø]
art [aʁ]
artefact [aʁtefakt]
Artémis [aʁtemis]
Artémision [aʁtemizjô]
artère [aʁtɛʁ]
artériel [aʁteʁjɛl]
artériographie [aʁteʁjɔɡʁafi]
artériosclérose [aʁteʁjoskleʁoz]
artérite [aʁteʁit]
artésien [aʁtezjê]
arthrite [aʁtʁit]
arthritique [aʁtʁitik]
arthritisme [aʁtʁitism]
arthrodèse [aʁtʁodɛz]
arthrose [aʁtʁoz]
Arthur [aʁtyʁ]
arthurien [aʁtyʁjê]
artichaut [aʁtiʃo]
article [aʁtikl]
articulaire [aʁtikylɛʁ]
articulation [aʁtikylasjô]
articulatoire [aʁtikylatwaʁ]
articuler [aʁtikyle]
artifice [aʁtifis]
artificialité [aʁtifisjalite]
artificiel [aʁtifisjɛl]
artificiellement [aʁtifisjɛlmâ]
artificier [aʁtifisje]
artificieusement [aʁtifisjøzmâ]
artificieux [aʁtifisjø]
artillerie [aʁtijʁi]
artilleur [aʁtijœʁ]
artimon [aʁtimô]
artisanal [aʁtizanal]
artisanat [aʁtizana]
artisan [aʁtizâ]
artiste [aʁtist]
artistement [aʁtistəmâ]
artistique [aʁtistik]
artistiquement [aʁtistikmâ]
Artois [aʁtwa]
Aruba [aʁyba]
arum [aʁɔm]
aryen [aʁjê]
arythmie [aʁitmi]
as [a/as]
asbeste [asbɛst]
ascendance [asâdâs]
ascendant [asâdâ]
ascenseur [asâsœʁ]
ascension [asâsjô]
ascensionnel [asâsjɔnɛl]
ascèse [asɛz]
ascète [asɛt]
ascétique [asetik]
ascétisme [asetism]
ascite [asit]
ascorbique [askɔʁbik]
Ascq [ask]
asepsie [asɛpsi]
aseptique [asɛptik]
Asgard [asɡaʁ]
asiatique [azjatik]
Asie [azi]
asile [azil]
Asimov [azimɔv]
Asmara [asmaʁa]
Asnières [anjɛʁ]
Asnières-sur-Seine [anjɛʁsyʁsɛn]
asocial [asɔsjal]
asparagine [aspaʁaʒin]
aspect [aspɛ]
asperge [aspɛʁʒ]
Asperger [aspɛʁɡœʁ]
asperger [aspɛʁʒe]
aspérité [aspeʁite]
aspersion [aspɛʁsjô]
asphalte [asfalt]
asphyxie [asfiksi]
asphyxier [asfiksje]
aspic [aspik]
aspirant [aspiʁâ]
aspirateur [aspiʁatœʁ]
aspiration [aspiʁasjô]
aspirer [aspiʁe]
aspirine [aspiʁin]
assaillant [asajâ]
assailli [asaji]
assaillir [asajiʁ]
assainir [aseniʁ]
assainissement [asenismâ]
assaisonnement [asɛzɔnmâ]
assaisonner [asɛzɔne]
assassin [asasê]
assassinat [asasina]
assassiner [asasine]
assaut [aso]
assavoir [asavwaʁ]
asse [as]
Asse [as]
assèchement [asɛʃmâ]
assécher [aseʃe]
assemblage [asâblaʒ]
assembler [asâble]
asséner [asene]
assentiment [asâtimâ]
asseoir [aswaʁ]
assermenter [asɛʁmâte]
assertion [asɛʁsjô]
asservir [asɛʁviʁ]
asservissement [asɛʁvismâ]
assesseur [asesœʁ]
assez [ase]
assidu [asidy]
assiduité [asidɥite]
assidûment [asidymâ]
assiégeant [asjeʒâ]
assiégé [asjeʒe]
assiéger [asjeʒe]
